key,value
6211,31737
12915,46478
23802,19388
15020,74141
13417,45970
41467,31403
23880,80236
15390,14029
31468,15946
25508,79232
20948,30313
198,18727
22566,70634
14209,79815
43812,62170
31859,63066
22735,56258
11406,90871
41559,84997
42844,66956
42749,75253
20505,76136
20366,27921
15369,53059
6559,88129
24730,24469
15634,22883
27450,7199
15109,10608
13129,11593
16041,25713
18160,75690
22323,44387
19745,87030
19931,19797
10492,65133
49739,99794
4980,54592
3130,32412
11891,89000
44842,51284
28359,41423
5805,85523
26864,7634
17751,22262
40393,4536
25532,70922
27223,43756
11535,75325
28808,26626
38665,40519
45810,23597
11268,24826
6604,55854
43726,52350
37457,62290
45049,30301
12656,49759
9547,52043
47367,23456
44705,52730
45644,61040
40391,70296
22248,1024
42201,60512
11962,99701
22171,49001
3952,56131
1614,7316
9042,74161
44883,33110
14490,84455
22948,74995
42641,5707
39360,17505
30507,72354
35643,89784
20743,1733
29370,34724
35624,56551
49424,7597
6719,11849
35529,58124
36885,59360
27540,98245
7987,15289
45597,66117
767,93943
10058,85447
35601,60054
8857,23975
43593,48833
9544,25093
6825,297
28251,60217
3724,11061
30522,59936
32683,48330
27446,35329
8896,41676
10143,97874
28578,17754
333,96198
14163,91760
9522,67359
29584,2536
35694,31854
38849,32208
25743,20026
27166,24911
38560,44582
18065,90509
3296,17475
18787,7817
42556,23855
38770,27409
33096,45043
26353,55163
413,84483
34435,76920
4383,85050
29457,63027
2334,76935
6045,95940
44962,14248
44429,97102
36896,22500
13414,65169
39002,55151
38590,91653
12928,33185
35865,27523
18843,57984
18503,16117
6720,7975
42217,56020
30209,64104
24962,87962
30368,91077
39301,38822
42272,13041
12209,45773
17066,97460
32404,39372
16538,19020
12070,33464
7194,88262
12780,89503
45464,74636
9999,86091
17072,99969
47818,10143
36009,24866
13371,52168
35593,46782
2819,26216
4416,61014
47660,38738
10550,16740
9296,1078
11627,47756
49356,53616
28905,26985
9634,63895
48883,83273
17056,26316
24883,62414
25543,62532
17571,16294
23773,44212
12072,96306
23588,6087
49999,38950
16063,96030
47863,80361
44678,61183
9948,24143
26519,20268
7462,98868
22679,87387
48247,4386
8187,15245
19157,17538
49679,27441
27650,83651
11161,15255
38203,64518
30342,26209
39139,3469
23527,15544
34276,27942
10013,89439
29445,12733
46578,71014
14516,78723
45116,30196
21491,45526
41736,88924
22158,91177
26133,16860
48314,40348
32477,93078
32530,81431
12416,30895
37133,1264
45190,65081
2536,78453
7698,48983
23499,3307
22691,65877
26450,72526
16666,15459
47874,61445
44427,96032
49895,24057
8540,86426
12546,72034
22335,82110
39838,15431
23051,87380
28097,44575
49961,78275
1253,7344
19448,27299
40439,14441
47983,18198
29968,30415
11803,51034
14282,62031
36855,33964
26632,43126
22403,30908
14295,83020
41632,42662
2549,98806
2167,45798
21567,68101
18559,41246
40574,5437
18686,16951
29691,6092
44947,98502
23722,90515
22741,11469
47707,52180
4566,35048
20775,83639
46674,3617
39259,77112
30276,3061
15725,9937
420,91670
43675,68990
33006,48823
42190,11548
40876,56047
31505,80277
47742,4353
27549,50714
46456,98874
36531,30718
23401,12268
2995,20802
23837,20512
30951,11600
3033,78140
28969,10006
3633,50577
2337,63849
29326,34413
14055,72181
38730,60590
10280,43398
38519,83544
27982,18065
42235,46703
10934,24254
19817,12583
8168,29078
30359,19967
45391,50248
22562,74481
757,47909
49921,24178
32615,70535
41757,59500
27490,36105
7830,18640
41266,16690
37025,3568
33653,18284
25452,47554
37256,54248
2816,88213
45493,57083
16241,72586
30862,42666
45090,62039
42682,29
36316,13394
3922,69643
6179,57507
7493,6770
25322,50735
9512,95368
38307,23248
5369,70465
40316,55685
36129,83816
11623,88417
18965,86823
33730,31786
6258,70288
24691,19163
4844,47338
45046,64128
7340,41400
21586,32475
41629,84129
356,58912
10886,45021
16484,2877
26446,59116
14461,98319
11838,31895
45420,51730
17651,18858
39319,53450
47566,78298
60,6223
16095,11902
44573,3636
46846,32754
28460,60921
47959,62248
6610,33625
4014,74224
5216,3884
41984,76369
8619,55648
4762,48606
12862,60431
14187,85168
33770,59667
41875,57142
13571,94646
26827,53552
48246,69710
8251,76319
12794,91124
15713,11923
18558,37517
34458,96582
47966,63708
41841,34781
36765,79644
42196,58017
31831,4396
21057,71690
10094,84492
29454,45449
44591,36862
15804,41699
3645,16516
33749,26031
10662,60251
22505,55430
13839,80584
11562,69910
37412,21102
38569,91965
42647,48746
14291,52441
45511,83726
13949,96212
41677,25033
37163,21018
46399,80217
39592,89820
10953,20678
33946,82092
8128,63232
32879,77109
1791,10758
31214,27779
37956,6296
13092,27899
6104,53081
7321,86032
17844,77289
29017,39835
25221,76668
19863,42349
17494,20833
21059,72054
24447,70915
42173,74584
3378,5134
28888,2791
49877,4926
44688,82130
35990,91787
25981,56697
33964,1224
26855,45798
6002,12081
48200,91363
38758,33392
44783,64371
34089,4853
3085,22501
37511,75825
41301,6705
38216,82814
21251,17482
28005,3722
41729,25323
41073,88757
33902,71968
1605,52591
31028,98081
8309,46984
11437,91828
9001,9512
42996,25638
3241,4016
13855,28884
23159,92331
36031,12058
39795,94942
27411,25754
48544,53332
4338,95540
39158,65975
9261,64889
19284,5745
17583,4642
2971,800
48940,46812
17099,2429
22036,40558
35560,58331
33246,34758
4867,73533
36902,26204
22635,85700
13942,67883
42980,9659
31809,38501
48208,76486
41412,56910
36978,6430
18904,44659
47012,41183
34311,8753
27418,52602
4209,68297
1981,21975
36979,59346
42684,45333
36881,82241
9206,43055
9246,64153
32604,59688
13728,29489
35177,75854
13474,89380
2630,36702
31605,97845
36547,81199
25767,27855
9572,84642
48533,59191
11487,7451
23557,22324
36213,18825
6047,47213
31425,1954
37411,24314
24878,79435
2733,67812
37451,7005
15470,7446
41818,16589
22123,63582
11713,50239
16748,99297
25351,84335
27819,2809
28776,13647
22136,98233
21497,91835
10418,23365
2178,15215
13662,87670
29402,31019
37907,72321
34189,20234
36110,57798
49706,58831
40262,57482
48081,71532
23495,44777
5705,58234
3317,21214
28436,52043
44305,35138
20136,37506
44217,28765
21040,64195
35921,89384
34043,61537
21423,6607
37269,23659
37375,55332
35125,71428
30616,64604
8670,65615
19398,39369
10727,92416
31065,20188
49803,94825
28479,20103
37658,90930
4691,50226
11072,56949
32415,12489
5792,84853
17386,56055
17660,76146
30978,31812
12478,15589
36346,56811
25088,96274
28285,53227
4023,92192
733,81549
12567,17635
22090,36331
23422,27054
28042,61939
39201,11105
27500,77409
41929,16255
43042,88783
30572,70723
14054,15958
30352,79575
25904,1598
21925,1607
2479,32897
41095,75750
8739,75812
46768,54993
24361,67168
43827,36064
26950,95151
46253,13885
35677,44469
31003,94531
166,80112
8419,98465
22052,59675
22922,85665
26830,29502
39672,91412
21540,989
39693,88121
26113,49022
17101,14621
20927,8691
24462,84503
43428,43444
5260,42055
9281,95972
38933,10475
6473,73976
38902,61077
13867,96979
3333,88880
9369,32501
32813,33708
15974,81361
8879,5268
5117,82229
42076,24101
41991,77128
44604,68743
32132,37630
443,12044
4325,28444
46932,45228
29016,89296
11126,45988
41536,13464
4440,7517
1519,27979
4477,51956
47256,97944
28825,65130
15363,90383
24263,79924
44850,45096
38892,58058
45505,34125
47709,87103
4227,39483
47988,89348
30030,18094
1013,12633
34616,89132
16620,57865
5297,88131
43367,76779
36747,87313
37117,75559
31456,51152
49636,23759
12441,68048
44568,12930
926,21728
18180,60354
42325,25450
32104,50460
29380,45692
23075,17005
12718,64646
36912,33584
40548,61244
29237,15615
34882,69106
30609,96003
2163,61797
34568,16433
7524,49505
34037,29685
37381,56512
39508,68869
4414,30027
43394,53372
14598,28118
38583,82764
9777,85415
13190,36995
32524,27366
23218,80271
6662,66106
41185,45797
44639,74177
3158,50070
15482,98348
10074,59987
34355,9304
47274,53994
46279,65756
12278,2692
30087,53186
29940,77129
48251,67699
10006,37574
18580,78855
48115,76060
47220,26570
23796,11760
1423,93104
5362,15864
20814,98594
40643,46357
27385,29783
12451,1939
41346,26795
29719,64083
203,17032
36024,61967
532,98476
9521,6465
7394,8270
33706,39631
3599,27553
38904,75091
43868,34748
26962,33542
37094,6107
43241,51085
24854,50517
10659,39419
36849,97543
15219,47458
35566,61669
26803,76016
40417,68560
21473,85796
1390,68513
26628,26784
45026,35376
37592,32743
6539,96662
31319,90059
27031,18824
41900,4137
33075,28468
2368,67126
48350,59418
42121,71341
36254,78237
5724,61010
38996,91784
9015,80925
30697,36023
13191,68339
17478,55987
22817,43884
40513,20784
13757,50124
20068,83812
46950,5546
2224,95519
1024,66661
15976,46972
11305,59420
27489,65817
48777,97746
8087,46260
6948,53035
13560,55424
10002,48938
6251,75542
2004,72535
25784,97601
30042,24268
39579,9402
24134,38463
6746,12565
23630,5596
23895,11150
7131,83185
20063,903
40512,20635
10542,20346
7074,88832
27082,6030
40453,56634
6986,75354
13828,23974
18243,5640
18783,19747
21225,17736
37034,73453
35520,29511
33901,48794
5039,6984
32709,92827
31578,62834
45571,29806
47224,58793
25360,29744
26488,21295
17302,99486
43152,12543
27898,1043
49458,85434
25862,70553
46274,34129
19509,85049
34067,7775
42978,47816
49807,60268
28124,76287
22762,68901
4555,25027
27682,70760
16208,89021
15096,71640
31485,93092
37078,84822
42851,40160
44206,30051
31216,68572
32670,8337
41773,28886
36770,65689
3336,44641
26760,80859
28480,83237
13980,3610
24308,78775
35071,86599
42293,45331
45809,53467
4061,39558
2548,49696
35241,39668
18067,75585
1673,97747
46906,68662
25457,65058
48228,84265
40337,88790
16717,56250
16455,55793
18235,49559
24930,45334
32462,3563
17863,67884
39910,35971
31654,48175
18938,82696
47050,51157
49397,96816
26162,482
16701,69205
11054,80928
33976,92180
25017,83009
17720,95576
40169,63687
9737,77624
3056,36697
26578,93815
22214,84007
1806,94599
754,33149
11457,9132
36435,8736
41977,74391
22845,36609
30106,18155
23853,59878
35009,56592
6615,30168
22769,14350
30945,62869
37436,98628
48727,55664
34664,74081
44410,78931
1408,76631
32503,93686
9795,91815
5908,98353
29872,84242
25908,68398
35054,81767
41122,31875
3988,32455
40738,6892
16339,5025
45188,28952
20260,27502
37760,65970
21626,88292
6601,93229
25524,82820
40797,77609
42718,26568
7224,45282
2767,12594
24914,65405
12934,5649
46972,72565
46442,98009
5923,11842
35773,79121
14438,80059
27516,58891
33489,87536
48806,82398
17761,9410
19760,94116
18658,67483
5040,93913
49551,15287
19912,11969
41939,9874
33523,46300
42237,43166
10992,18898
34452,18761
35462,39608
13274,73940
12595,27074
34769,93575
939,20349
18060,52228
40544,46529
37241,38957
9877,17226
44516,50661
38577,10638
44968,27998
29437,24421
10937,83842
29490,79120
24169,35732
36962,80988
47177,10897
49810,13947
26240,62407
35924,71122
35504,35781
37427,96213
5388,44166
44135,30068
38619,18786
33779,32538
43316,44520
25339,94930
25070,88438
535,13885
37646,5440
22473,30160
21605,34270
8824,63382
32974,85923
38884,84403
11016,77224
40641,40848
26881,23918
38423,91705
7274,27589
41968,62863
18179,17355
26885,92352
21121,66745
12683,97239
20217,99271
7648,18211
25109,71632
48563,23492
49702,35092
19111,20320
8528,57421
6721,17657
30882,26885
7466,45848
28801,57644
19208,55447
7231,55751
44181,33871
8067,2706
36235,52578
49,87754
809,80289
41296,8787
9280,10997
32837,54074
44129,90139
21564,90528
11856,55373
7634,15378
33844,1269
9805,85178
11289,94076
36434,32840
47433,19710
46563,83154
10853,4049
396,80574
7246,99183
29250,91302
44970,69253
36622,26140
13184,72407
31737,92803
31179,63393
20140,27001
14523,27026
4213,83737
38042,19548
35996,67737
40983,25667
43252,32624
26392,51386
24469,12586
38822,87868
8304,76331
43381,48889
20643,41536
32055,62670
40842,16512
36337,81481
32578,33566
4451,91142
38929,66167
1102,77196
7053,84112
20025,92754
11162,41111
30358,54920
25600,60860
34548,95937
32198,35584
13645,26684
10214,79412
32978,87626
25678,40271
42879,66334
45404,35198
31927,82745
7115,48838
45294,769
28862,24928
19524,30450
30306,79851
3097,79206
30067,46698
6132,28993
34467,80299
38024,7434
29188,14002
15893,17538
20555,35541
5592,92968
33166,52476
25424,35914
3975,74334
10982,45533
6321,4064
44815,97425
24740,82242
20440,6260
37829,63739
25471,41383
3785,93179
23843,99639
12231,88151
32528,16922
2066,47801
5794,75383
27517,88197
42315,81111
6675,40676
48762,21224
17463,97507
30079,40673
26965,38801
41157,313
42656,22809
45672,64696
17073,29697
26907,88225
31300,58115
6232,82680
30979,16090
9617,64340
30434,59737
21118,27230
37130,62636
3213,15212
14036,51992
31999,55282
45469,68911
29804,97994
27715,73038
18173,42291
5085,10154
28555,64967
25562,15003
19156,50779
29608,98565
30589,74730
8377,11200
34903,14823
30885,15363
21698,33128
11080,63548
45160,14323
12265,13401
36291,13921
5869,59515
12973,92681
10247,90411
17455,38599
41308,58268
24483,24577
38781,60808
28070,48673
15122,46050
16871,81105
40828,95166
23476,81773
48073,15143
41252,70104
25203,54391
25455,82872
26500,40924
42676,42147
8159,83846
4021,68736
13070,55503
42219,8175
7095,83261
25041,29780
9870,28892
36069,69107
41934,1345
45278,88233
40221,40043
7595,90862
42463,52560
5638,75646
30061,31537
34922,51513
40072,77570
29692,1068
11615,59340
16642,33624
18716,25444
29063,51987
3739,34875
13147,59605
3568,98065
7490,58673
47702,1823
49447,23102
44476,46715
2989,74542
8975,31424
39177,95075
41718,84975
30785,37659
34058,81693
1815,2191
18461,32644
13379,54
43324,94012
15427,10084
39362,12496
43883,61538
39768,82347
12465,40680
46218,1706
17740,46218
4013,55735
31477,16075
35317,54174
5038,38422
41287,32122
5146,48650
49587,24244
8567,89665
34642,36036
37892,76971
2304,12302
46463,61363
3356,62553
24381,2240
4345,95502
14762,88350
42778,74124
8790,84695
11767,12311
34051,9265
40635,38580
18226,12015
36842,58643
16672,163
9415,73147
26325,93207
19496,84452
9787,2678
16746,56890
44026,57562
47321,70576
27952,23069
45765,43061
18451,9008
22059,95605
9683,40213
43082,62125
22265,85246
39464,14083
40323,64111
18493,22495
4898,72400
29783,11615
25326,44275
48798,65769
47904,59321
38072,66117
42858,60628
11027,47037
1072,8244
15818,89931
38974,61837
7255,33351
13626,1258
6835,72719
41633,48061
31905,45322
46686,40196
29914,26855
12896,46333
4034,96096
31073,17378
48699,98856
4020,73260
40287,51879
44213,21824
45092,54391
718,24755
37921,77711
14664,61530
46738,26530
23594,82589
23604,45703
2624,56843
30481,85307
24321,91151
35672,17015
22292,12365
26940,20203
10362,603
7251,51980
49069,58712
17417,68225
33713,36344
9926,43100
30597,98447
15995,21546
5652,33291
28962,28029
22150,96399
2325,97447
5037,97088
33621,48027
24722,30679
41699,6277
36179,48302
16867,75913
49931,53845
20955,55375
457,12613
42736,80331
36419,22958
5014,1583
30881,4251
20380,68216
18388,39997
594,99262
19221,81607
38652,55583
19280,82777
5486,16644
12779,28558
2492,69217
41428,13296
3105,85757
22793,45716
40362,74711
29521,39665
2862,77278
353,74820
46575,94193
40075,13630
45433,66031
11513,43246
43486,2606
38755,25058
1190,68854
6097,15285
21197,40190
41375,76659
6178,93321
25256,22462
39918,22398
7099,29379
46349,80187
5876,46806
22361,70660
4357,17418
44816,48547
49161,57639
49431,24986
40425,32688
18535,46938
11034,4088
3569,10834
9963,19510
19034,25052
32556,93577
6214,48446
42162,53823
20942,42598
41903,37695
11278,27465
40686,35138
14952,54618
5921,72576
9116,30510
6968,54400
21982,87438
47194,52476
31433,11931
21287,48369
14892,58724
30963,37413
32431,1987
10241,86187
5358,44020
26832,59530
14582,90388
48545,40460
5223,90393
15049,29827
42699,1342
3178,34136
227,61929
4920,56621
3199,19776
4039,79591
43476,22937
42672,63637
4404,57256
8183,53734
43098,1252
1581,58224
13214,15033
29203,9824
5695,3472
26515,40821
48149,47548
25879,3582
26272,30777
11839,2395
43898,18227
21678,96000
27748,88281
1879,75433
41062,10226
6113,22383
22965,57438
34284,25284
34705,97309
20472,26659
31540,38722
17982,42202
18485,38534
38613,1512
41608,15962
9988,11457
33295,96353
2826,37307
27927,99337
39198,38652
964,89320
38313,25285
42533,75792
11990,83339
29104,25335
2827,3679
22120,65340
47407,22834
42380,24045
5576,72853
3249,18501
27513,51981
5500,6589
12370,23891
43605,84684
31068,77664
17618,90555
36475,90371
12709,7004
7356,47909
4530,85816
10462,78910
13846,47168
7535,11337
29551,94967
48006,29485
29378,70445
49419,41483
14255,38315
21188,12285
32500,55296
39950,43369
21353,71231
21085,65379
7465,74178
28317,87417
8669,90144
8071,57987
32040,98381
8906,13708
44262,23522
37815,37582
42159,61451
46283,69791
23533,47982
15562,1574
18627,11839
30179,9361
41290,69725
26349,77554
33274,39975
33924,95489
20096,96902
47526,26923
20744,49767
27734,90242
3046,91028
40821,11904
8883,33745
6875,80199
17431,71929
2918,14414
43988,43083
9272,58588
26960,25791
43462,3721
37562,69793
17224,58399
4957,79995
36469,89826
2490,15463
8199,32170
16683,69920
22726,24133
37791,9346
2555,28527
30722,21703
40160,23256
17655,6635
24409,37898
32979,34162
28636,96995
24322,45148
27731,41432
46549,93552
42700,33857
30719,86478
18219,71238
41209,82293
23648,63382
26777,67266
3128,33540
10189,79411
46156,79193
5240,62372
41335,35936
21841,89959
41481,58071
13268,77181
48388,36229
41170,70926
25865,86201
49749,88740
28485,62965
30192,99755
6805,85783
22119,14679
16107,50929
44510,94398
32967,1935
29504,83754
27878,37118
2253,67727
32514,50315
47900,93280
24402,89934
29130,84772
15522,16226
49655,22342
31895,13741
7429,34767
31682,46460
40293,60078
36749,51403
31219,31249
797,4403
41116,74969
13390,35515
6630,94135
14026,99551
48018,51341
40653,2407
21541,22280
30393,89815
17781,17093
13629,64221
26111,34729
33745,32236
16712,61387
35095,28050
5736,41763
26059,21195
24136,3879
25998,77541
33560,54762
5954,50902
25664,6939
24253,82300
24717,36045
28618,22685
4805,75040
3651,47555
9865,92533
24814,4716
32659,74355
1802,64725
16477,25340
37413,23549
25494,75181
19371,289
29423,58570
45684,42035
18939,52068
44565,7708
24330,34533
20689,99359
34253,86811
37526,62498
44459,3652
47927,43964
40586,21930
26908,34244
15736,60291
15766,63765
34800,36047
37684,84713
15172,48554
10585,24374
29450,61633
31857,71495
7034,16585
5407,71122
35970,51473
33430,17545
4503,53129
31367,85890
49558,96732
20965,87182
30923,71905
6943,43625
5472,68970
7205,98676
3218,80638
32612,48510
9622,69179
37363,59814
2035,71404
21094,7821
12968,93316
29789,13003
8150,15645
20702,70669
49970,74313
1396,50637
18874,66459
23966,72362
36931,87471
31903,19936
14421,87559
36983,29167
21464,80304
2844,89107
21120,51416
48970,14735
11164,99335
45236,73914
45394,5362
35381,37860
24693,85473
35469,31828
35094,34684
10027,69577
34073,79864
46027,85283
5405,55949
18445,83478
27754,50360
23260,47225
4564,80943
9191,8194
2856,34861
13537,88531
29411,18980
6874,65123
21180,7098
36433,10734
6031,119
26874,28745
33063,12739
13773,80499
47864,77816
9543,46356
31523,76018
27163,89653
15847,42299
8531,86878
17137,53578
6315,72383
37537,49670
38260,60642
14214,81640
34600,67450
47954,66972
8213,41202
19180,13590
25329,66179
38193,26273
20787,59485
35645,74621
42257,72425
24144,71762
5669,16413
32591,22041
21476,69591
18021,71981
17377,2808
4935,49438
42872,34102
31841,53761
45070,20782
32715,99945
17098,43253
23804,28346
17556,8062
16387,54644
31535,35283
38667,91002
6340,5154
34345,79690
49684,56860
3702,54948
46694,1338
1368,50998
46257,53129
48471,22157
15402,53671
39394,2843
41105,71625
19772,59484
49452,67871
37792,71922
35150,78547
4146,81696
46797,71542
31611,33628
49213,23368
35728,81489
26441,29339
13917,94091
35249,84973
33233,66020
15616,42879
42874,89551
19889,32015
39750,74647
5737,97547
26308,22564
47140,5298
31302,57001
30718,45546
10459,41148
1753,3814
3777,41761
14367,40024
45084,66926
32016,49643
8733,94499
23011,48301
11728,84205
18549,90518
37752,28282
7242,98516
22789,60851
30960,14910
45327,16763
30613,98841
10021,87338
4806,33671
27273,81266
14103,76398
31551,10815
36140,17882
9161,82902
28425,82422
45336,38572
43228,19370
15513,78937
5975,20177
36472,99258
36854,47591
20830,82354
27739,99544
15507,23312
39140,34785
23227,75799
25212,68056
33361,1305
9539,43786
13921,67236
44929,93604
23346,22421
46681,52809
32392,28114
24442,3974
0,91477
15665,99539
94,13589
188,67927
5545,87834
35051,62640
29505,79450
5229,46970
29533,13744
22487,67505
20559,61692
4311,54259
25074,76954
30005,77794
22808,64232
38441,71646
19719,83011
33783,88626
45266,24385
16811,19473
390,95138
32443,17589
20846,80946
26251,35666
48599,35353
12234,42209
30233,24496
30748,98499
49850,25996
49900,36305
26381,22241
41844,18797
46082,15809
18119,64939
3976,13627
42737,72382
16670,93059
30355,12247
28049,75705
491,22903
10,61469
36314,66975
26699,31843
40372,23634
12084,17902
33016,88645
21386,16802
18637,17036
12549,75124
21495,46498
45325,4039
15166,59285
42276,8023
9307,13470
3307,38329
18028,52858
13173,25205
8968,49959
12357,25677
26849,15093
32867,88909
33408,20133
4719,55079
28753,52680
27148,26108
43456,6914
18541,40249
47787,50900
32008,85040
25394,40851
10364,16700
2889,43065
13436,6775
1033,20632
21744,22187
4502,20789
39670,42742
10256,91727
3182,24673
35866,53076
41936,89589
13287,61448
3197,17847
20229,15663
36559,77557
8969,98986
712,84588
14045,87185
37641,20885
34185,55587
27316,37338
16946,2279
25973,73219
11616,84467
18899,7224
21071,85856
35962,36868
42369,51956
1167,84610
32947,29746
6162,26438
11760,38313
6053,51897
32215,60836
28698,83958
6660,86302
7040,72348
31238,8605
16863,12017
23341,40035
27811,93135
21607,80336
42290,51447
28001,36671
27474,3030
2623,23030
10535,17819
32855,93079
12163,43063
3309,74991
6069,13708
7439,41407
31203,86666
27954,34262
36781,78737
49748,94788
19700,82331
44915,77449
2670,39844
16305,98290
49501,66381
35927,70301
28861,32132
36672,2953
1486,18779
24405,67360
35570,32848
7333,88702
3630,50960
14157,35199
40045,81714
5874,59573
13882,25887
12655,61553
29673,84968
36335,54590
5214,32022
9906,92728
4608,48642
42551,45239
27092,865
15597,21815
43969,53051
31197,66221
30826,32139
42750,95065
5393,14736
47061,80855
45374,1184
30092,85842
33598,53384
42901,93688
15439,61612
13569,96875
13032,58919
45334,29103
22156,8356
22756,11806
6357,38971
24495,27062
18934,8859
2590,46172
29356,41772
16831,52762
42323,81601
23860,19479
2577,54339
39116,45550
30792,29878
7902,48697
7901,79610
20309,87439
42985,43963
20154,20737
17470,26022
43093,49722
2445,19311
14469,33869
28506,16385
6008,89655
31507,61453
47722,85900
12247,15489
18743,54401
37748,47552
11366,78055
10545,50054
5194,31359
48336,44086
7832,96441
37000,80523
15564,32765
27351,6357
1674,88406
1188,63641
46974,75869
10941,68628
33803,34446
1701,56824
26477,57826
26662,20562
49888,87627
1324,81351
10426,91133
31370,34638
35022,58175
31200,25919
5059,88594
29404,31673
38773,16880
44508,84641
32673,18636
20848,33071
39557,35574
46833,21933
16025,28736
44015,34946
33718,35928
18598,13196
34124,21076
22951,44275
633,7239
23664,87552
43828,33382
17419,49020
38198,58921
43448,20993
10237,13396
37925,60371
44334,6053
10785,11145
5004,3272
16320,63774
16285,64231
34461,16438
8134,17691
14141,17476
11022,69486
27420,89825
30925,58819
27761,43
12401,30355
18850,77118
8834,62066
18379,11982
8281,48814
13297,21933
28635,7664
8548,87892
35307,28369
49484,18244
20251,27449
38377,52908
28224,58283
18526,78792
37070,29845
34437,42337
2102,89912
2751,20589
4879,9961
11481,83431
43662,76735
26372,38437
22535,99292
25124,98037
14263,28565
32736,23435
9175,24700
24078,46206
38946,43110
18475,83354
41956,52287
32725,18122
7904,14380
43629,1671
42259,74989
47223,40143
14817,83459
32761,48200
47006,76254
29163,57638
16076,44930
47243,54326
32649,83067
2939,54239
40283,66820
32667,61553
42790,54685
27454,69546
39841,84556
27655,28424
40954,67972
29903,36953
4375,61595
49716,38836
46490,15821
23350,70849
34908,97317
32914,44100
45056,55957
5458,49956
44983,92805
16858,39457
12618,9510
23100,68691
27741,3300
4748,86483
29220,62712
40672,40165
653,91772
14758,61810
46285,91832
19257,36030
43853,9443
37173,63339
10252,4947
23391,37439
45777,5483
24921,52706
36630,14286
44264,72852
37995,86178
46617,86866
29249,76541
27876,54151
10719,58797
49514,23000
13216,44124
21575,48917
31696,51286
16640,85203
26807,82518
5417,74698
48078,37769
22847,90769
10104,660
25257,77477
21453,18498
14806,84196
28256,63430
16424,48040
25398,26946
1999,3783
10121,43852
21083,14878
9892,91457
49293,87194
20386,51032
7015,43973
38738,90689
31346,47645
44542,47683
29955,25021
26591,47238
49048,89682
16776,36661
35993,52615
33307,47042
44784,11182
9700,4116
13797,16537
6143,53753
6382,81651
31465,21196
48218,94528
4546,42959
43125,36440
28831,97640
35791,4385
39754,63634
8156,90699
30047,46546
26200,66229
3461,99893
42783,70381
39292,93192
30812,94873
17750,69200
24033,14641
41572,34875
38471,58834
7964,24133
14963,51218
39192,51272
33509,78742
32676,84413
9379,24980
38516,77646
1603,86951
34223,14426
20925,91191
2357,71506
27209,11689
43762,10033
24420,11409
32107,86543
30937,85250
6775,76782
13106,75277
26256,87737
18935,12290
23541,71212
41508,9970
49572,37131
21228,32001
33870,79394
31125,51886
42719,49678
45474,13432
9998,94349
27009,85940
23184,81644
5475,90789
19055,95494
35007,57174
43369,91232
46066,15981
38344,83793
39285,38354
3341,65229
25076,36593
23311,42799
29510,71397
15928,65948
26734,883
20906,45353
32889,43909
35777,38020
23268,2349
4118,34136
45552,77347
37550,20349
39850,71932
13255,36555
19625,53694
49757,56820
12983,42605
35228,27903
45695,1442
41261,2400
49292,2380
17238,13315
40919,59608
2553,35868
1474,36537
28818,42761
12773,98130
1452,63070
22857,66962
44886,23543
30377,46082
4480,77787
47192,71021
31233,99812
14266,48861
11703,88202
11192,74780
7797,79647
35583,21465
2326,18920
47879,94779
49257,81792
13264,66188
30519,24658
29070,36251
7675,19312
41061,18338
8974,1286
43371,5444
10812,96948
25969,39684
19431,27463
380,18972
4253,47105
3103,75526
577,31446
16820,54625
30290,80100
11877,8697
261,77372
32598,40097
17915,2552
24271,94329
40673,68011
37043,9353
12160,50631
18616,78523
23736,99412
663,20911
32258,33105
4483,80773
16016,41536
21331,61039
21712,79536
46762,5366
33716,62597
2359,32597
22770,26598
42862,60323
46984,37827
10119,84904
23188,22998
38232,21324
7802,13754
44113,55397
38895,68411
16810,7116
13931,89569
4202,72098
36151,89182
29381,41618
10608,25713
13650,20402
3567,49452
6640,64960
34478,8823
41762,47734
36197,45942
32961,8865
27210,29854
35390,14192
8780,61953
6955,58184
44859,18346
17936,83654
9020,89048
47828,7412
47403,69946
36755,75925
21664,11559
12387,28510
19685,24449
25903,54114
33475,47946
26094,50504
48685,58909
6176,55631
15083,32801
16838,69323
28985,3103
18631,30441
41549,9999
43119,64900
49971,68530
1665,11916
49876,35949
41458,42734
46286,38710
22681,13333
20887,38870
8731,83200
26852,64930
47583,22449
35362,47726
43397,39315
22737,22408
36720,76360
39791,22489
36681,96025
15628,18330
8262,93397
32412,93025
27839,39798
46250,87186
32160,79255
44880,44068
15542,90733
28988,94559
752,59532
36418,21575
42496,15500
30275,71772
39381,31271
24287,28826
22710,32955
13164,28745
28210,36831
38617,72432
43960,21895
26339,10907
4652,13493
18022,76278
29300,38903
8594,3964
38266,60510
35321,17229
20314,22007
8057,44704
17408,2590
20211,74902
9045,85755
35870,17662
44566,25673
23465,2712
27529,79171
24065,97805
11620,23810
4159,83558
48579,4164
26034,51496
22277,45356
45613,1835
35107,7869
17667,7281
4585,53925
43797,99147
31053,58006
17404,94369
43689,8180
33332,27440
15044,46455
29514,92842
18692,77915
38066,96115
32746,24166
49626,89457
10903,56689
4384,62759
22709,79082
12241,87092
33974,82871
41146,51282
18961,93519
35467,19540
29780,10355
40843,74101
37443,62547
22898,7505
42786,6546
47912,78897
31987,23217
37221,63222
32179,96394
