File,Line,Index,Context
Christine_Gardner.html,115,360,"f.fr/ark:/12148/cb166339554"">(data)</a></span></span></li>"
Christine_Gardner.html,159,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Christine_Gardner.html,242,1019,"a href=""https://www.wikidata.org/wiki/Q13560224"" title=""Link to "
Christine_Gardner.html,242,1069,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Christine_Gardner.html,242,1113," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Christine_Gardner.html,259,124,"><a href=""https://www.wikidata.org/wiki/Q13560224#sitelinks-wiki"
Roll27s_partridge.html,55,410,"Status_iucn3.1_LC.svg.png 2x"" data-file-width=""240"" data-file-he"
Roll27s_partridge.html,55,432,"png 2x"" data-file-width=""240"" data-file-height=""64"" /><br />"
Roll27s_partridge.html,68,44,"s=""phylum""><a href=""/wiki/Chordata"" class=""mw-redirect"" title=""C"
Roll27s_partridge.html,68,81,"lass=""mw-redirect"" title=""Chordata"">Chordata</a></span></td>"
Roll27s_partridge.html,68,91,"edirect"" title=""Chordata"">Chordata</a></span></td>"
Roll27s_partridge.html,118,18,"<table class=""metadata plainlinks stub"" role=""presen"
Roll27s_partridge.html,120,456,"Guinea_fowl_%28PSF%29.png 2x"" data-file-width=""2224"" data-file-h"
Roll27s_partridge.html,120,479,"ng 2x"" data-file-width=""2224"" data-file-height=""1601"" /></a></td"
Roll27s_partridge.html,169,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Roll27s_partridge.html,252,1023,"a href=""https://www.wikidata.org/wiki/Q2568429"" title=""Link to c"
Roll27s_partridge.html,252,1072,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Roll27s_partridge.html,252,1116," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Roll27s_partridge.html,277,125,"><a href=""https://www.wikidata.org/wiki/Q2568429#sitelinks-wikip"
Luciano_Mercante.html,51,586,"n_%28S_initial%29.svg.png 2x"" data-file-width=""16"" data-file-hei"
Luciano_Mercante.html,51,607,".png 2x"" data-file-width=""16"" data-file-height=""16"" /></td>"
Luciano_Mercante.html,60,61,"ternal text"" href=""http://www.databaseolympics.com/players/playe"
Luciano_Mercante.html,63,18,"<table class=""metadata plainlinks stub"" role=""presen"
Luciano_Mercante.html,65,446,"x-Michelangelos_David.jpg 2x"" data-file-width=""1200"" data-file-h"
Luciano_Mercante.html,65,469,"pg 2x"" data-file-width=""1200"" data-file-height=""1600"" /></a></td"
Luciano_Mercante.html,114,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Luciano_Mercante.html,197,1015,"a href=""https://www.wikidata.org/wiki/Q6696843"" title=""Link to c"
Luciano_Mercante.html,197,1064,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Luciano_Mercante.html,197,1108," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Luciano_Mercante.html,214,124,"><a href=""https://www.wikidata.org/wiki/Q6696843#sitelinks-wikip"
Jeff_Boyd.html,43,102,"ble class=""plainlinks metadata ambox ambox-content ambox-BLP_sou"
Jeff_Boyd.html,46,386,"x-Ambox_important.svg.png 2x"" data-file-width=""40"" data-file-hei"
Jeff_Boyd.html,46,407,".png 2x"" data-file-width=""40"" data-file-height=""40"" /></div>"
Jeff_Boyd.html,303,18,"<table class=""metadata plainlinks stub"" role=""presen"
Jeff_Boyd.html,305,493,"l_Template_Canada.svg.png 2x"" data-file-width=""48"" data-file-hei"
Jeff_Boyd.html,305,514,".png 2x"" data-file-width=""48"" data-file-height=""48"" /></a></td>"
Jeff_Boyd.html,354,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Jeff_Boyd.html,437,987,"a href=""https://www.wikidata.org/wiki/Q6173394"" title=""Link to c"
Jeff_Boyd.html,437,1036,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Jeff_Boyd.html,437,1080," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Jeff_Boyd.html,454,124,"><a href=""https://www.wikidata.org/wiki/Q6173394#sitelinks-wikip"
Abbeville_Sluggers.html,77,18,"<table class=""metadata plainlinks stub"" role=""presen"
Abbeville_Sluggers.html,79,427,"x-Baseball_%28crop%29.jpg 2x"" data-file-width=""1697"" data-file-h"
Abbeville_Sluggers.html,79,450,"pg 2x"" data-file-width=""1697"" data-file-height=""1644"" /></a></td"
Abbeville_Sluggers.html,126,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Abbeville_Sluggers.html,209,1023,"a href=""https://www.wikidata.org/wiki/Q19576849"" title=""Link to "
Abbeville_Sluggers.html,209,1073,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Abbeville_Sluggers.html,209,1117," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Abbeville_Sluggers.html,226,124,"><a href=""https://www.wikidata.org/wiki/Q19576849#sitelinks-wiki"
East_Down_(Northern_Ireland_Parliament_constituency).html,6,492,"egories"":[""Coordinates on Wikidata"",""Constituencies of the North"
East_Down_(Northern_Ireland_Parliament_constituency).html,44,549," aerial photos, and other data for this location""><span class=""l"
East_Down_(Northern_Ireland_Parliament_constituency).html,44,796," aerial photos, and other data for this location"">54.386°N 5.431"
East_Down_(Northern_Ireland_Parliament_constituency).html,97,51,"; background-color: #9999FF;"" data-sort-value=""Ulster Unionist P"
East_Down_(Northern_Ireland_Parliament_constituency).html,103,51,"; background-color: #9999FF;"" data-sort-value=""Ulster Unionist P"
East_Down_(Northern_Ireland_Parliament_constituency).html,116,551,"_Northern_Ireland.svg.png 2x"" data-file-width=""600"" data-file-he"
East_Down_(Northern_Ireland_Parliament_constituency).html,116,573,"png 2x"" data-file-width=""600"" data-file-height=""300"" /></a></td>"
East_Down_(Northern_Ireland_Parliament_constituency).html,1048,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
East_Down_(Northern_Ireland_Parliament_constituency).html,1048,1307,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
East_Down_(Northern_Ireland_Parliament_constituency).html,1048,1348,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
East_Down_(Northern_Ireland_Parliament_constituency).html,1048,1373,"idata"">Coordinates on Wikidata</a></li></ul></div></div>				<div"
East_Down_(Northern_Ireland_Parliament_constituency).html,1131,1159,"a href=""https://www.wikidata.org/wiki/Q5328249"" title=""Link to c"
East_Down_(Northern_Ireland_Parliament_constituency).html,1131,1208,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
East_Down_(Northern_Ireland_Parliament_constituency).html,1131,1252," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
East_Down_(Northern_Ireland_Parliament_constituency).html,1148,124,"><a href=""https://www.wikidata.org/wiki/Q5328249#sitelinks-wikip"
Russian_Cultural_Centre_(Lviv).html,6,569,"age text"",""Coordinates on Wikidata"",""Culture in Lviv"",""Russian-U"
Russian_Cultural_Centre_(Lviv).html,67,1125,"%8C%D0%B2%D0%BE%D0%B2.jpg 2x"" data-file-width=""2500"" data-file-h"
Russian_Cultural_Centre_(Lviv).html,67,1148,"pg 2x"" data-file-width=""2500"" data-file-height=""1875"" /></a>"
Russian_Cultural_Centre_(Lviv).html,83,1216,"B9_%D0%A0%D0%9A%D0%A6.jpg 2x"" data-file-width=""432"" data-file-he"
Russian_Cultural_Centre_(Lviv).html,83,1238,"jpg 2x"" data-file-width=""432"" data-file-height=""600"" /></a>"
Russian_Cultural_Centre_(Lviv).html,187,526,"t_of_arms_of_Lviv.svg.png 2x"" data-file-width=""950"" data-file-he"
Russian_Cultural_Centre_(Lviv).html,187,548,"png 2x"" data-file-width=""950"" data-file-height=""1200"" /></a></di"
Russian_Cultural_Centre_(Lviv).html,283,456,"aps, aerial photos, and other data for this location""><span clas"
Russian_Cultural_Centre_(Lviv).html,283,707,"aps, aerial photos, and other data for this location"">50.40583°N"
Russian_Cultural_Centre_(Lviv).html,321,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Russian_Cultural_Centre_(Lviv).html,321,1370,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
Russian_Cultural_Centre_(Lviv).html,321,1411,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
Russian_Cultural_Centre_(Lviv).html,321,1436,"idata"">Coordinates on Wikidata</a></li></ul></div></div>				<div"
Russian_Cultural_Centre_(Lviv).html,404,1071,"a href=""https://www.wikidata.org/wiki/Q1969074"" title=""Link to c"
Russian_Cultural_Centre_(Lviv).html,404,1120,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Russian_Cultural_Centre_(Lviv).html,404,1164," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Russian_Cultural_Centre_(Lviv).html,421,125,"><a href=""https://www.wikidata.org/wiki/Q1969074#sitelinks-wikip"
Poor_Richard27s_Almanack_(TV_series).html,173,18,"<table class=""metadata plainlinks stub"" role=""presen"
Poor_Richard27s_Almanack_(TV_series).html,175,479,"lag_on_television.svg.png 2x"" data-file-width=""138"" data-file-he"
Poor_Richard27s_Almanack_(TV_series).html,175,501,"png 2x"" data-file-width=""138"" data-file-height=""92"" /></a></td>"
Poor_Richard27s_Almanack_(TV_series).html,224,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Poor_Richard27s_Almanack_(TV_series).html,307,1099,"a href=""https://www.wikidata.org/wiki/Q25205301"" title=""Link to "
Poor_Richard27s_Almanack_(TV_series).html,307,1149,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Poor_Richard27s_Almanack_(TV_series).html,307,1193," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Poor_Richard27s_Almanack_(TV_series).html,324,124,"><a href=""https://www.wikidata.org/wiki/Q25205301#sitelinks-wiki"
List_of_numberone_singles_of_1993_(Finland).html,276,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
List_of_numberone_singles_of_1993_(Finland).html,359,1127,"a href=""https://www.wikidata.org/wiki/Q6631405"" title=""Link to c"
List_of_numberone_singles_of_1993_(Finland).html,359,1176,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
List_of_numberone_singles_of_1993_(Finland).html,359,1220," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
List_of_numberone_singles_of_1993_(Finland).html,376,125,"><a href=""https://www.wikidata.org/wiki/Q6631405#sitelinks-wikip"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,6,634,"ith local link same as on Wikidata"",""National Register of Histor"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,45,675,"ting_Allen_Parish.svg.png 2x"" data-file-width=""5018"" data-file-h"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,45,698,"ng 2x"" data-file-width=""5018"" data-file-height=""4515"" /></a>"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,80,203,"llen_Parish,_Louisiana"">Place data as RDF</a></td>"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,100,673,"n_Parish%2C_Louisiana.jpg 2x"" data-file-width=""2592"" data-file-h"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,100,696,"pg 2x"" data-file-width=""2592"" data-file-height=""1944"" /></a></di"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,108,360,"aps, aerial photos, and other data for this location""><span clas"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,108,631,"aps, aerial photos, and other data for this location"">30.620278°"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,117,606,"th_Hospital_Town_Hall.JPG 2x"" data-file-width=""3008"" data-file-h"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,117,629,"PG 2x"" data-file-width=""3008"" data-file-height=""2000"" /></a></di"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,125,364,"aps, aerial photos, and other data for this location""><span clas"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,125,635,"aps, aerial photos, and other data for this location"">30.864722°"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,138,361,"aps, aerial photos, and other data for this location""><span clas"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,138,632,"aps, aerial photos, and other data for this location"">30.487222°"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,151,376,"aps, aerial photos, and other data for this location""><span clas"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,151,647,"aps, aerial photos, and other data for this location"">30.550833°"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,159,421,"59px-Commons-logo.svg.png 2x"" data-file-width=""1024"" data-file-h"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,159,444,"ng 2x"" data-file-width=""1024"" data-file-height=""1376"" /></a></td"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,173,366,"gister Information System</a> database, which can be viewed by c"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,325,360,"2px-Portal-puzzle.svg.png 2x"" data-file-width=""32"" data-file-hei"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,325,381,".png 2x"" data-file-width=""32"" data-file-height=""28"" /> <a href="""
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,326,373,"/32px-People_icon.svg.png 2x"" data-file-width=""100"" data-file-he"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,326,395,"png 2x"" data-file-width=""100"" data-file-height=""100"" /> <a href="
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,370,552,"ting_Allen_Parish.svg.png 2x"" data-file-width=""5018"" data-file-h"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,370,575,"ng 2x"" data-file-width=""5018"" data-file-height=""4515"" /></div>"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,474,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,474,1246,"local_link_same_as_on_Wikidata"" title=""Category:Commons category"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,474,1316,"local link same as on Wikidata"">Commons category with local link"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,474,1370,local link same as on Wikidata</a></li></ul></div></div>				<div
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,557,1239,"a href=""https://www.wikidata.org/wiki/Q15827136"" title=""Link to "
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,557,1289,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,557,1333," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
National_Register_of_Historic_Places_listings_in_Allen_Parish_Louisiana.html,582,125,"><a href=""https://www.wikidata.org/wiki/Q15827136#sitelinks-wiki"
Bowie_Race_Track.html,6,420,"egories"":[""Coordinates on Wikidata"",""Buildings and structures in"
Bowie_Race_Track.html,45,607,"e_at_Bowie_Race_Track.jpg 2x"" data-file-width=""3072"" data-file-h"
Bowie_Race_Track.html,45,630,"pg 2x"" data-file-width=""3072"" data-file-height=""2304"" /></a>"
Bowie_Race_Track.html,93,415,"aps, aerial photos, and other data for this location""><span clas"
Bowie_Race_Track.html,93,666,"aps, aerial photos, and other data for this location"">39.00556°N"
Bowie_Race_Track.html,125,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Bowie_Race_Track.html,125,1133,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
Bowie_Race_Track.html,125,1174,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
Bowie_Race_Track.html,125,1199,"idata"">Coordinates on Wikidata</a></li></ul></div></div>				<div"
Bowie_Race_Track.html,208,1015,"a href=""https://www.wikidata.org/wiki/Q4951006"" title=""Link to c"
Bowie_Race_Track.html,208,1064,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Bowie_Race_Track.html,208,1108," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Bowie_Race_Track.html,225,124,"><a href=""https://www.wikidata.org/wiki/Q4951006#sitelinks-wikip"
Santa_MarC3ADa_YavesC3ADa.html,6,470,"s format"",""Coordinates on Wikidata"",""All stub articles"",""Municip"
Santa_MarC3ADa_YavesC3ADa.html,51,376,"aps, aerial photos, and other data for this location""><span clas"
Santa_MarC3ADa_YavesC3ADa.html,51,621,"aps, aerial photos, and other data for this location"">17.233°N 9"
Santa_MarC3ADa_YavesC3ADa.html,55,403,"px-Flag_of_Mexico.svg.png 2x"" data-file-width=""840"" data-file-he"
Santa_MarC3ADa_YavesC3ADa.html,55,425,"png 2x"" data-file-width=""840"" data-file-height=""480"" />&#160;</s"
Santa_MarC3ADa_YavesC3ADa.html,149,459,"aps, aerial photos, and other data for this location""><span clas"
Santa_MarC3ADa_YavesC3ADa.html,149,704,"aps, aerial photos, and other data for this location"">17.233°N 9"
Santa_MarC3ADa_YavesC3ADa.html,151,18,"<table class=""metadata plainlinks stub"" role=""presen"
Santa_MarC3ADa_YavesC3ADa.html,153,473,"ca_en_M%C3%A9xico.svg.png 2x"" data-file-width=""974"" data-file-he"
Santa_MarC3ADa_YavesC3ADa.html,153,495,"png 2x"" data-file-width=""974"" data-file-height=""653"" /></a></td>"
Santa_MarC3ADa_YavesC3ADa.html,202,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Santa_MarC3ADa_YavesC3ADa.html,202,914,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
Santa_MarC3ADa_YavesC3ADa.html,202,955,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
Santa_MarC3ADa_YavesC3ADa.html,202,980,"idata"">Coordinates on Wikidata</a></li><li><a href=""/wiki/Catego"
Santa_MarC3ADa_YavesC3ADa.html,285,1067,"a href=""https://www.wikidata.org/wiki/Q985770"" title=""Link to co"
Santa_MarC3ADa_YavesC3ADa.html,285,1115,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Santa_MarC3ADa_YavesC3ADa.html,285,1159," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Santa_MarC3ADa_YavesC3ADa.html,302,125,"><a href=""https://www.wikidata.org/wiki/Q985770#sitelinks-wikipe"
Gemma_Doyle_(politician).html,49,439,"jpg/440px-Gemma-doyle.jpg 2x"" data-file-width=""960"" data-file-he"
Gemma_Doyle_(politician).html,49,461,"jpg 2x"" data-file-width=""960"" data-file-height=""1280"" /></a></td"
Gemma_Doyle_(politician).html,220,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Gemma_Doyle_(politician).html,303,1047,"a href=""https://www.wikidata.org/wiki/Q300389"" title=""Link to co"
Gemma_Doyle_(politician).html,303,1095,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Gemma_Doyle_(politician).html,303,1139," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Gemma_Doyle_(politician).html,320,125,"><a href=""https://www.wikidata.org/wiki/Q300389#sitelinks-wikipe"
Tommy_Hunter_(baseball).html,49,611,"_on_August_10%2C_2011.jpg 2x"" data-file-width=""1315"" data-file-h"
Tommy_Hunter_(baseball).html,49,634,"pg 2x"" data-file-width=""1315"" data-file-height=""2127"" /></a>"
Tommy_Hunter_(baseball).html,122,592,"the_United_States.svg.png 2x"" data-file-width=""1235"" data-file-h"
Tommy_Hunter_(baseball).html,122,615,"ng 2x"" data-file-width=""1235"" data-file-height=""650"" />&#160;</s"
Tommy_Hunter_(baseball).html,128,568,"n_%28G_initial%29.svg.png 2x"" data-file-width=""16"" data-file-hei"
Tommy_Hunter_(baseball).html,128,589,".png 2x"" data-file-width=""16"" data-file-height=""16"" /></td>"
Tommy_Hunter_(baseball).html,160,453,"PG/440px-Tommy_Hunter.JPG 2x"" data-file-width=""1704"" data-file-h"
Tommy_Hunter_(baseball).html,160,476,"PG 2x"" data-file-width=""1704"" data-file-height=""1890"" /></a>"
Tommy_Hunter_(baseball).html,199,552,"x-Baseball_%28crop%29.jpg 2x"" data-file-width=""1697"" data-file-h"
Tommy_Hunter_(baseball).html,199,575,"pg 2x"" data-file-width=""1697"" data-file-height=""1644"" /></a></sp"
Tommy_Hunter_(baseball).html,412,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Tommy_Hunter_(baseball).html,495,1043,"a href=""https://www.wikidata.org/wiki/Q861479"" title=""Link to co"
Tommy_Hunter_(baseball).html,495,1091,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Tommy_Hunter_(baseball).html,495,1135," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Tommy_Hunter_(baseball).html,520,125,"><a href=""https://www.wikidata.org/wiki/Q861479#sitelinks-wikipe"
Udi_Enugu.html,6,408,"egories"":[""Coordinates on Wikidata"",""Pages using infobox settlem"
Udi_Enugu.html,56,559,"eria_location_map.svg.png 2x"" data-file-width=""954"" data-file-he"
Udi_Enugu.html,56,581,"png 2x"" data-file-width=""954"" data-file-height=""734"" /></a>"
Udi_Enugu.html,58,374,".svg/12px-Red_pog.svg.png 2x"" data-file-width=""64"" data-file-hei"
Udi_Enugu.html,58,395,".png 2x"" data-file-width=""64"" data-file-height=""64"" /></div>"
Udi_Enugu.html,68,355,"aps, aerial photos, and other data for this location""><span clas"
Udi_Enugu.html,68,598,"aps, aerial photos, and other data for this location"">6.317°N 7."
Udi_Enugu.html,68,1158,"aps, aerial photos, and other data for this location""><span clas"
Udi_Enugu.html,68,1401,"aps, aerial photos, and other data for this location"">6.317°N 7."
Udi_Enugu.html,72,409,"x-Flag_of_Nigeria.svg.png 2x"" data-file-width=""800"" data-file-he"
Udi_Enugu.html,72,431,"png 2x"" data-file-width=""800"" data-file-height=""400"" />&#160;</s"
Udi_Enugu.html,132,524,"x-Flag_of_Nigeria.svg.png 2x"" data-file-width=""800"" data-file-he"
Udi_Enugu.html,132,546,"png 2x"" data-file-width=""800"" data-file-height=""400"" /></a> <a h"
Udi_Enugu.html,172,558,"geria_Enugu_State_map.png 2x"" data-file-width=""777"" data-file-he"
Udi_Enugu.html,172,580,"png 2x"" data-file-width=""777"" data-file-height=""599"" /></a></div"
Udi_Enugu.html,178,18,"<table class=""metadata plainlinks stub"" role=""presen"
Udi_Enugu.html,180,458,"ag-map_of_Nigeria.svg.png 2x"" data-file-width=""1000"" data-file-h"
Udi_Enugu.html,180,481,"ng 2x"" data-file-width=""1000"" data-file-height=""801"" /></a></td>"
Udi_Enugu.html,229,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Udi_Enugu.html,229,761,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
Udi_Enugu.html,229,802,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
Udi_Enugu.html,229,827,"idata"">Coordinates on Wikidata</a></li><li><a href=""/wiki/Catego"
Udi_Enugu.html,312,991,"a href=""https://www.wikidata.org/wiki/Q7877213"" title=""Link to c"
Udi_Enugu.html,312,1040,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Udi_Enugu.html,312,1084," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Udi_Enugu.html,329,125,"><a href=""https://www.wikidata.org/wiki/Q7877213#sitelinks-wikip"
Roselawn_Indiana.html,6,420,"egories"":[""Coordinates on Wikidata"",""Census-designated places in"
Roselawn_Indiana.html,52,1003,"elawn_Highlighted.svg.png 2x"" data-file-width=""550"" data-file-he"
Roselawn_Indiana.html,52,1025,"png 2x"" data-file-width=""550"" data-file-height=""550"" /></a></td>"
Roselawn_Indiana.html,55,334,"aps, aerial photos, and other data for this location""><span clas"
Roselawn_Indiana.html,55,584,"aps, aerial photos, and other data for this location"">41.15444°N"
Roselawn_Indiana.html,55,1169,"aps, aerial photos, and other data for this location""><span clas"
Roselawn_Indiana.html,55,1419,"aps, aerial photos, and other data for this location"">41.15444°N"
Roselawn_Indiana.html,211,591,"ing_Newton_County.svg.png 2x"" data-file-width=""2887"" data-file-h"
Roselawn_Indiana.html,211,614,"ng 2x"" data-file-width=""2887"" data-file-height=""4423"" /></div>"
Roselawn_Indiana.html,323,591,"ing_Jasper_County.svg.png 2x"" data-file-width=""2887"" data-file-h"
Roselawn_Indiana.html,323,614,"ng 2x"" data-file-width=""2887"" data-file-height=""4423"" /></div>"
Roselawn_Indiana.html,467,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Roselawn_Indiana.html,467,1031,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
Roselawn_Indiana.html,467,1072,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
Roselawn_Indiana.html,467,1097,"idata"">Coordinates on Wikidata</a></li></ul></div></div>				<div"
Roselawn_Indiana.html,550,1019,"a href=""https://www.wikidata.org/wiki/Q1932976"" title=""Link to c"
Roselawn_Indiana.html,550,1068,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Roselawn_Indiana.html,550,1112," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Roselawn_Indiana.html,575,125,"><a href=""https://www.wikidata.org/wiki/Q1932976#sitelinks-wikip"
Frithjof_Schmidt.html,44,102,"ble class=""plainlinks metadata ambox ambox-content ambox-BLP_sou"
Frithjof_Schmidt.html,47,386,"x-Ambox_important.svg.png 2x"" data-file-width=""40"" data-file-hei"
Frithjof_Schmidt.html,47,407,".png 2x"" data-file-width=""40"" data-file-height=""40"" /></div>"
Frithjof_Schmidt.html,57,539,"midt%2C_Frithjof-1617.jpg 2x"" data-file-width=""2117"" data-file-h"
Frithjof_Schmidt.html,57,562,"pg 2x"" data-file-width=""2117"" data-file-height=""3181"" /></a></td"
Frithjof_Schmidt.html,89,394,"x-Flag_of_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Frithjof_Schmidt.html,89,417,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Frithjof_Schmidt.html,124,481,"40px-Frithjof_Schmidt.jpg 2x"" data-file-width=""2048"" data-file-h"
Frithjof_Schmidt.html,124,504,"pg 2x"" data-file-width=""2048"" data-file-height=""1362"" /></a>"
Frithjof_Schmidt.html,202,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
Frithjof_Schmidt.html,285,1015,"a href=""https://www.wikidata.org/wiki/Q71670"" title=""Link to con"
Frithjof_Schmidt.html,285,1062,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
Frithjof_Schmidt.html,285,1106," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
Frithjof_Schmidt.html,310,125,"><a href=""https://www.wikidata.org/wiki/Q71670#sitelinks-wikiped"
ARA_Garibaldi.html,46,514,"px-Garibaldi_NH_88672.jpg 2x"" data-file-width=""5681"" data-file-h"
ARA_Garibaldi.html,46,537,"pg 2x"" data-file-width=""5681"" data-file-height=""4294"" /></a>"
ARA_Garibaldi.html,54,529,"Flag_of_Argentina.svg.png 2x"" data-file-width=""800"" data-file-he"
ARA_Garibaldi.html,54,551,"png 2x"" data-file-width=""800"" data-file-height=""500"" /></span><s"
